22.389999 8.760000 17.000000 0.000000 21.500000 0.000000 22.875000 0.000000 23.965000 0.000000 23.310001 0.000000 22.510000 0.740000 22.875000 0.000000 23.889999 2.220000 22.750000 0.010000
22.560001 9.570000 25.250000 0.000000 20.500000 0.000000 23.064999 0.000000 23.485001 230.520004 24.145000 0.050000 22.584999 4.790000 22.799999 0.000000 24.060001 7.970000 22.689999 3.500000
23.240000 0.000000 27.750000 0.000000 18.500000 0.000000 23.790001 0.000000 22.980000 10.180000 24.075001 124.440002 21.730000 3.800000 23.634998 0.000000 24.740000 0.770000 24.184999 0.000000
23.090000 0.230000 27.250000 0.000000 20.750000 0.000000 23.674999 0.000000 23.645000 0.000000 23.600000 -99.000000 21.480000 0.000000 23.564999 124.440002 24.590000 13.610000 23.994999 0.000000
22.684999 0.000000 28.500000 0.000000 25.250000 0.000000 22.849998 228.899994 23.410000 0.000000 23.040001 0.520000 21.415001 2.510000 23.090000 -99.000000 24.184999 0.020000 25.135000 0.000000
22.994999 0.000000 28.500000 0.000000 25.500000 0.000000 22.580000 9.980000 22.930000 0.000000 23.755001 0.000000 22.980000 2.910000 22.580000 0.140000 24.494999 0.000000 28.654999 0.000000
22.490000 1.510000 23.205000 0.000000 23.855000 0.000000 22.869999 0.000000 22.314999 0.000000 23.525000 0.000000 22.720001 0.000000 23.244999 0.000000 23.990000 0.000000 25.415001 0.000000
23.255001 0.000000 22.975000 0.000000 23.619999 0.410000 22.684999 0.000000 21.880001 0.000000 23.045000 0.000000 23.924999 0.010000 23.014999 0.000000 30.500000 0.000000 24.634998 0.000000
24.084999 0.520000 22.495001 0.000000 23.139999 0.000000 22.385000 0.000000 21.235001 14.280000 22.385000 0.000000 27.384998 0.200000 22.535000 0.000000 29.799999 0.000000 23.985001 2.210000
26.150000 0.000000 20.750000 0.000000 14.750000 3.250000 21.920000 0.000000 21.490000 1.930000 21.995001 0.000000 24.209999 3.160000 21.920000 0.000000 28.500000 0.000000 24.090000 8.720000
24.475000 0.170000 20.250000 0.000000 14.500000 0.000000 21.924999 0.000000 20.775000 0.000000 21.350000 7.690000 23.365000 24.650000 21.485001 0.000000 25.975000 0.090000 24.770000 0.910000
23.494999 21.480000 20.500000 0.000000 16.250000 0.000000 21.250000 19.540001 21.459999 0.000000 21.555000 0.000000 22.715000 0.680000 20.840000 37.119999 24.994999 24.540001 24.619999 13.720000
23.145000 37.000000 22.500000 5.000000 16.500000 16.500000 21.095001 3.880000 22.029999 0.000000 21.010000 0.000000 22.885000 22.680000 21.095001 0.010000 24.099998 18.000000 24.215000 0.020000
22.860001 2.450000 21.500000 3.250000 18.750000 4.000000 21.049999 0.820000 21.715000 0.000000 21.529999 0.000000 23.560001 0.820000 20.500000 0.000000 27.000000 0.000000 24.525000 0.000000
23.480000 0.290000 16.000000 0.000000 18.750000 0.250000 21.070000 0.000000 22.014999 13.210000 22.095001 0.000000 23.410000 6.390000 21.070000 0.000000 23.900002 0.000000 24.020000 0.000000
23.505001 0.290000 15.500000 0.000000 16.500000 0.000000 21.630001 0.000000 21.110001 0.000000 21.825001 0.000000 23.005001 4.590000 21.630001 0.000000 26.240000 0.000000 24.849998 0.000000
